timestamp,datetime,setpoint,y,u1,open_duty,t_rel
1759515264.3854432,2025-10-03 18:14:24.385443211,200.0,23.899999618530277,0.0,40.0,35.100428104400635
1759515271.2459056,2025-10-03 18:14:31.245905638,200.0,24.0,0.0,40.0,41.96089053153992
1759515271.4240253,2025-10-03 18:14:31.424025297,200.0,23.899999618530277,0.0,40.0,42.139010190963745
1759515271.542544,2025-10-03 18:14:31.542543888,200.0,24.0,0.0,40.0,42.25752878189087
1759515274.2555332,2025-10-03 18:14:34.255533218,200.0,24.100000381469727,0.0,40.0,44.97051811218262
1759515275.760568,2025-10-03 18:14:35.760567904,200.0,24.200000762939453,0.0,40.0,46.475552797317505
1759515276.92502,2025-10-03 18:14:36.925019979,200.0,24.299999237060547,0.0,40.0,47.64000487327576
1759515278.1444154,2025-10-03 18:14:38.144415379,200.0,24.399999618530277,0.0,40.0,48.859400272369385
1759515278.9341142,2025-10-03 18:14:38.934114218,200.0,24.5,0.0,40.0,49.64909911155701
1759515279.7232466,2025-10-03 18:14:39.723246574,200.0,24.600000381469727,0.0,40.0,50.438231468200684
1759515280.333109,2025-10-03 18:14:40.333108664,200.0,24.700000762939453,0.0,40.0,51.04809379577637
1759515280.9981382,2025-10-03 18:14:40.998138189,200.0,24.799999237060547,0.0,40.0,51.713123083114624
1759515281.5989385,2025-10-03 18:14:41.598938465,200.0,24.899999618530277,0.0,40.0,52.313923358917236
1759515282.2029042,2025-10-03 18:14:42.202904224,200.0,25.0,0.0,40.0,52.91788911819458
1759515282.8027258,2025-10-03 18:14:42.802725792,200.0,25.100000381469727,0.0,40.0,53.51771068572998
1759515283.4189906,2025-10-03 18:14:43.418990612,200.0,25.200000762939453,0.0,40.0,54.13397550582886
1759515284.026706,2025-10-03 18:14:44.026705980,200.0,25.299999237060547,0.0,40.0,54.74169087409973
1759515284.6940362,2025-10-03 18:14:44.694036245,200.0,25.399999618530277,0.0,40.0,55.4090211391449
1759515285.5398672,2025-10-03 18:14:45.539867163,200.0,25.5,0.0,40.0,56.254852056503296
1759515286.2081308,2025-10-03 18:14:46.208130836,200.0,25.600000381469727,0.0,40.0,56.923115730285645
1759515287.0034533,2025-10-03 18:14:47.003453255,200.0,25.700000762939453,0.0,40.0,57.718438148498535
1759515287.7246883,2025-10-03 18:14:47.724688530,200.0,25.799999237060547,0.0,40.0,58.43967318534851
1759515288.5109875,2025-10-03 18:14:48.510987520,200.0,25.899999618530277,0.0,40.0,59.225972414016724
1759515289.2408264,2025-10-03 18:14:49.240826368,200.0,26.0,0.0,40.0,59.95581126213074
1759515290.1015756,2025-10-03 18:14:50.101575613,200.0,26.100000381469727,0.0,40.0,60.81656050682068
1759515291.01677,2025-10-03 18:14:51.016769886,200.0,26.200000762939453,0.0,40.0,61.731754779815674
1759515291.742591,2025-10-03 18:14:51.742590904,200.0,26.299999237060547,0.0,40.0,62.45757579803467
1759515292.5221004,2025-10-03 18:14:52.522100448,200.0,26.399999618530277,0.0,40.0,63.23708534240723
1759515293.2392762,2025-10-03 18:14:53.239276171,200.0,26.5,0.0,40.0,63.95426106452942
1759515294.0289938,2025-10-03 18:14:54.028993845,200.0,26.600000381469727,0.0,40.0,64.74397873878479
1759515294.6283271,2025-10-03 18:14:54.628327131,200.0,26.700000762939453,0.0,40.0,65.34331202507019
1759515295.3007016,2025-10-03 18:14:55.300701618,200.0,26.799999237060547,0.0,40.0,66.01568651199341
1759515295.7187912,2025-10-03 18:14:55.718791246,200.0,26.899999618530277,0.0,40.0,66.43377614021301
1759515296.5216374,2025-10-03 18:14:56.521637440,200.0,27.0,0.0,40.0,67.23662233352661
1759515297.127637,2025-10-03 18:14:57.127636909,200.0,27.100000381469727,0.0,40.0,67.84262180328369
1759515297.743189,2025-10-03 18:14:57.743189335,200.0,27.200000762939453,0.0,40.0,68.45817399024963
1759515298.4131582,2025-10-03 18:14:58.413158178,200.0,27.299999237060547,0.0,40.0,69.1281430721283
1759515299.006882,2025-10-03 18:14:59.006881952,200.0,27.399999618530277,0.0,40.0,69.7218668460846
1759515299.6148443,2025-10-03 18:14:59.614844322,200.0,27.5,0.0,40.0,70.32982921600342
1759515300.4019215,2025-10-03 18:15:00.401921749,200.0,27.600000381469727,0.0,40.0,71.11690640449524
1759515300.9580047,2025-10-03 18:15:00.958004713,200.0,27.700000762939453,0.0,40.0,71.6729896068573
1759515301.4385846,2025-10-03 18:15:01.438584566,200.0,27.799999237060547,0.0,40.0,72.15356945991516
1759515302.0444207,2025-10-03 18:15:02.044420719,200.0,27.899999618530277,0.0,40.0,72.75940561294556
1759515302.6424725,2025-10-03 18:15:02.642472506,200.0,28.0,0.0,40.0,73.35745739936829
1759515303.247897,2025-10-03 18:15:03.247896671,200.0,28.100000381469727,0.0,40.0,73.96288180351257
1759515303.8007026,2025-10-03 18:15:03.800702572,200.0,28.200000762939453,0.0,40.0,74.51568746566772
1759515304.2397733,2025-10-03 18:15:04.239773273,200.0,28.299999237060547,0.0,40.0,74.95475816726685
1759515305.0453506,2025-10-03 18:15:05.045350552,200.0,28.399999618530277,0.0,40.0,75.76033544540405
1759515305.5971634,2025-10-03 18:15:05.597163439,200.0,28.5,0.0,40.0,76.31214833259583
1759515306.0197744,2025-10-03 18:15:06.019774437,200.0,28.600000381469727,0.0,40.0,76.73475933074951
1759515306.6390083,2025-10-03 18:15:06.639008522,200.0,28.700000762939453,0.0,40.0,77.35399317741394
1759515307.2432797,2025-10-03 18:15:07.243279696,200.0,28.799999237060547,0.0,40.0,77.95826458930969
1759515307.8131604,2025-10-03 18:15:07.813160419,200.0,28.899999618530277,0.0,40.0,78.52814531326294
1759515308.4271257,2025-10-03 18:15:08.427125454,200.0,29.0,0.0,40.0,79.14211058616638
1759515309.104735,2025-10-03 18:15:09.104734659,200.0,29.100000381469727,0.0,40.0,79.81971979141235
1759515309.6564038,2025-10-03 18:15:09.656403780,200.0,29.200000762939453,0.0,40.0,80.37138867378235
1759515310.2057164,2025-10-03 18:15:10.205716372,200.0,29.299999237060547,0.0,40.0,80.92070126533508
1759515310.8021564,2025-10-03 18:15:10.802156448,200.0,29.399999618530277,0.0,40.0,81.51714134216309
1759515311.3052938,2025-10-03 18:15:11.305293798,200.0,29.5,0.0,40.0,82.02027869224548
1759515311.9037783,2025-10-03 18:15:11.903778315,200.0,29.600000381469727,0.0,40.0,82.61876320838928
1759515312.506114,2025-10-03 18:15:12.506114006,200.0,29.700000762939453,0.0,40.0,83.22109889984131
1759515313.04607,2025-10-03 18:15:13.046070099,200.0,29.799999237060547,0.0,40.0,83.76105499267578
1759515313.6009574,2025-10-03 18:15:13.600957394,200.0,29.899999618530277,0.0,40.0,84.31594228744507
1759515314.2109337,2025-10-03 18:15:14.210933685,200.0,30.0,0.0,40.0,84.92591857910156
1759515314.5972152,2025-10-03 18:15:14.597215176,200.0,30.100000381469727,0.0,40.0,85.31220006942749
1759515315.4464746,2025-10-03 18:15:15.446474552,200.0,30.200000762939453,0.0,40.0,86.16145944595337
